stop_id,stop_name,stop_lat,stop_lon
mc_OASIS,Oasis,-34.09344,18.3508
mc_OCEAN_SPIRIT,Ocean Spirit,-33.73684,18.68844
mc_OCEANA,Oceana,-34.04244,18.61576
mc_OLD_BREAKWATER_PRISON,Old Breakwater Prison,-33.70276,18.43804
mc_OLD_FIRE_STATION,Old Fire Station,-33.98944,18.52924
mc_OMURAMBA,Omuramba,-33.96568,18.67352
mc_OSCAR_MPETHA,Oscar Mpetha,-34.01088,18.68584
mc_OUDEKRAAL,Oudekraal,-34.04608,18.41628
mc_OXFORD_EARL,Oxford Earl,-33.76172,18.59
mc_PAARDEN_EILAND,Paarden Eiland,-33.724,18.57408
mc_PAMA_WEST,Pama West,-33.89872,18.54932
mc_PARADISE,Paradise,-33.85,18.3084
mc_PARKLANDS_COLLEGE,Parklands College,-33.75776,18.49688
mc_PARKLANDS_MAIN,Parklands Main,-33.79248,18.63616
mc_PARKLANDS_MAIN_NORTH,Parklands Main North,-33.74764,18.33436
mc_PARKLANDS_MAIN_SOUTH,Parklands Main South,-33.86328,18.54568
mc_PARKLANDS_SECONDARY,Parklands Secondary,-33.81528,18.40856
mc_PARKVIEW,Parkview,-33.76436,18.60408
mc_PAULSBERG,Paulsberg,-33.71728,18.69388
mc_PELICAN,Pelican,-33.86872,18.5412
mc_PELLA_CENTRAL,Pella Central,-33.8508,18.47092
mc_PELLA_NORTH,Pella North,-33.86028,18.52432
mc_PELLA_SOUTH,Pella South,-33.91272,18.51872
mc_PERLEMOEN,Perlemoen,-33.9638,18.60584
mc_PETRUS,Petrus,-33.99356,18.51692
mc_PINTO,Pinto,-33.97784,18.59424
mc_PLATTEKLIP,Platteklip,-33.85616,18.47388
mc_PM_LOUW,Pm Louw,-34.08804,18.453
mc_PONTIAC,Pontiac,-34.00432,18.34552
mc_POPHAM,Popham,-34.05768,18.33396
mc_PORTERFIELD,Porterfield,-33.94776,18.44952
mc_PORTSWOOD,Portswood,-34.0016,18.37468
mc_POTSDAM,Potsdam,-34.04988,18.46048
mc_PRIMA,Prima,-33.96948,18.4208
mc_PROMENADE,Promenade,-33.72808,18.65584
mc_QUEBEC,Quebec,-33.87092,18.6552
mc_QUEENS,Queens,-33.8164,18.33112
mc_QUEENS_BEACH,Queens Beach,-34.0524,18.45396
mc_QUEST,Quest,-33.86612,18.42896
mc_RACECOURSE,Racecourse,-33.7218,18.647
mc_RADAR,Radar,-33.88064,18.39012
mc_RAVENSCRAIG,Ravenscraig,-33.84908,18.39964
mc_RAVENSTEYN,Ravensteyn,-33.82824,18.58592
mc_RAVENSWOOD,Ravenswood,-33.86892,18.31808
mc_RAYDEN,Rayden,-33.85548,18.61028
mc_RAYMOND,Raymond,-33.77904,18.52668
mc_REFINERY,Refinery,-33.94228,18.34076
mc_REYGERSDAL,Reygersdal,-34.07208,18.3884
mc_RHINE,Rhine,-33.70004,18.41276
mc_RIEBEECK,Riebeeck,-33.87884,18.59416
mc_RIEBEECKSTRAND,Riebeeckstrand,-33.82872,18.39652
mc_RIVERGATE_PRIMARY,Rivergate Primary,-33.84456,18.60904
mc_ROBBEN,Robben,-33.99868,18.60332
mc_ROBINVALE,Robinvale,-33.85748,18.61216
mc_ROCKLANDS,Rocklands,-33.74224,18.41432
mc_ROELAND,Roeland,-33.82776,18.519
mc_RONTREE,Rontree,-33.9998,18.36696
mc_ROODEHEK,Roodehek,-34.06676,18.40176
mc_ROYAL_ASCOT,Royal Ascot,-33.81512,18.45616
mc_RUSSEL,Russel,-34.0006,18.65284
mc_RUWENZORI,Ruwenzori,-34.06808,18.50948
mc_RUYTERPLAATS,Ruyterplaats,-33.71132,18.40068
mc_SAILORS_GREEN,Sailors Green,-33.9528,18.39956
mc_SALT_RIVER_HALL,Salt River Hall,-34.02512,18.4832
mc_SALT_RIVER_RAIL,Salt River Rail,-33.8414,18.57368
mc_SALT_RIVER_RAIL_NORTH,Salt River Rail North,-33.83404,18.63952
mc_SAMPSON,Sampson,-33.82304,18.34316
mc_SAND,Sand,-33.8844,18.32872
mc_SANDDRIFT,Sanddrift,-33.8076,18.63328
mc_SANDOWN,Sandown,-34.02548,18.63652
mc_SANDOWN_EAST,Sandown East,-34.09332,18.65568
mc_SAXONSEA_CLINIC,Saxonsea Clinic,-33.9866,18.36
mc_SAXONSEA_PRIMARY,Saxonsea Primary,-33.72872,18.56568
mc_SCOTT,Scott,-34.09184,18.4954
mc_SEA_POINT,Sea Point,-33.98796,18.34704
mc_SEA_POINT_HIGH,Sea Point High,-33.71012,18.44228
mc_SEA_POINT_POOL,Sea Point Pool,-33.99292,18.46076
mc_SEAL,Seal,-33.92156,18.6626
mc_SEASIDE_VILLAGE,Seaside Village,-33.72776,18.4432
mc_SECTION,Section,-33.7652,18.50608
mc_SESAME,Sesame,-33.7502,18.64248
mc_SHELL,Shell,-33.97608,18.57344
mc_SHERIDAN,Sheridan,-33.97828,18.43676
mc_SHERWOOD,Sherwood,-33.70788,18.46432
mc_SIGWELE,Sigwele,-33.92548,18.44936
mc_SILVERSTREAM,Silverstream,-33.81832,18.47708
mc_SKYE_WAY,Skye Way,-33.86252,18.53676
mc_SNOWDON,Snowdon,-33.7718,18.37852
mc_SOLDIER,Soldier,-33.87416,18.6726
mc_SOMERSET_HOSPITAL,Somerset Hospital,-33.95064,18.671
mc_SOUTHWARK,Southwark,-34.06488,18.4138
mc_SPARREBOS,Sparrebos,-33.90132,18.41776
mc_SPENCER,Spencer,-33.78964,18.50464
mc_SPINE,Spine,-33.72588,18.42896
mc_ST_BEDES,St Bedes,-33.8288,18.66608
mc_ST_GEORGES,St Georges,-33.91128,18.61708
mc_ST_JAMES,St James,-33.81704,18.55676
mc_ST_JOHNS_WOOD,St Johns Wood,-33.86408,18.63128
mc_ST_MICHAELS,St Michaels,-33.77348,18.44624
mc_STABLES_TURNAROUND,Stables Turnaround,-33.76232,18.48568
mc_STADIUM,Stadium,-33.70576,18.54568
mc_STARKE,Starke,-33.77,18.54532
mc_STATION,Station,-33.77324,18.55676
mc_STEVE_BIKO,Steve Biko,-33.8338,18.61896
mc_STIRLING,Stirling,-34.04952,18.49136
mc_STRAND,Strand,-33.83904,18.42588
mc_STUDIO,Studio,-33.75716,18.58916
mc_SUNSET_BEACH,Sunset Beach,-33.74376,18.5944
mc_SURREY,Surrey,-33.79852,18.4284
mc_SUSAN,Susan,-33.92304,18.62776
mc_SWAWEL,Swawel,-33.84964,18.304
mc_SWIFT,Swift,-33.82616,18.3126
mc_TABLE_VIEW,Table View,-33.77644,18.5902
mc_TAFELSIG_PRIMARY,Tafelsig Primary,-34.05916,18.36404
mc_THE_CASTLE,The Castle,-34.07284,18.5578
mc_THE_GLEN,The Glen,-33.80032,18.57576
mc_THIBAULT_SQUARE,Thibault Square,-33.96456,18.55628
mc_THREE_ANCHOR_BAY,Three Anchor Bay,-33.95644,18.49732
mc_TIJGERHOF,Tijgerhof,-34.01248,18.46728
mc_TOM_HENSHILWOOD,Tom Henshilwood,-33.71096,18.41716
mc_TORTELDUIF,Tortelduif,-33.80496,18.57452
mc_TRAMWAY,Tramway,-34.04332,18.65648
mc_TRITONIA,Tritonia,-33.84156,18.30852
mc_TRYALL,Tryall,-33.72304,18.35952
mc_TRYALL_WEST,Tryall West,-33.71268,18.5378
mc_TSITSIKAMMA,Tsitsikamma,-33.71148,18.38832
mc_TURF_CLUB,Turf Club,-33.71448,18.55624
mc_TUTU,Tutu,-33.95052,18.4084
mc_UNION,Union,-33.8748,18.34024
mc_UPPER_BUITENKANT,Upper Buitenkant,-33.8836,18.69156
mc_UPPER_KLOOF,Upper Kloof,-34.0238,18.5594
mc_UPPER_LONG,Upper Long,-33.7174,18.41888
mc_UPPER_LOOP,Upper Loop,-33.82824,18.68032
mc_UPPER_MOUNTAIN,Upper Mountain,-33.8894,18.3508
mc_UPPER_ORANGE,Upper Orange,-33.9522,18.64556
mc_UPPER_PORTSWOOD,Upper Portswood,-33.75124,18.53016
mc_UPPER_ROODEBLOEM,Upper Roodebloem,-33.91572,18.51004
mc_UPPER_SALT_RIVER,Upper Salt River,-33.79652,18.4752
mc_VALDERRAMA,Valderrama,-33.83608,18.678
mc_VALLEY,Valley,-33.75584,18.39644
mc_VALLEYFIELD,Valleyfield,-34.07976,18.45656
mc_VICTORIA,Victoria,-33.81396,18.46348
mc_VIOLA,Viola,-34.0284,18.37504
mc_VRYSTAAT,Vrystaat,-33.98576,18.38368
mc_VUYANI,Vuyani,-33.98348,18.6878
mc_WALDECK,Waldeck,-33.82792,18.332
mc_WALWORTH,Walworth,-33.7032,18.31152
mc_WANDSWORTH,Wandsworth,-34.04732,18.4448
mc_WATERFORD,Waterford,-33.8948,18.4104
mc_WATERFRONT,Waterfront,-33.9702,18.67496
mc_WATERFRONT_SILO,Waterfront Silo,-33.74036,18.527
mc_WATERS_EDGE,Waters Edge,-33.77664,18.34864
mc_WATERSTONE,Waterstone,-33.87432,18.56512
mc_WATERVIEW,Waterview,-33.76424,18.55316
mc_WATERVILLE,Waterville,-33.93804,18.69772
mc_WELGEMEEND,Welgemeend,-33.8666,18.4326
mc_WESFLEUR_HOSPITAL,Wesfleur Hospital,-33.84604,18.48396
mc_WESFLEUR_PARK,Wesfleur Park,-33.97504,18.57348
mc_WEST_BEACH,West Beach,-33.94872,18.36152
mc_WEXFORD,Wexford,-33.80844,18.51908
mc_WHALE_ROCK,Whale Rock,-33.88756,18.40408
mc_WIGTOWN,Wigtown,-33.92116,18.51676
mc_WINDSOR,Windsor,-34.05056,18.4942
mc_WOOD,Wood,-33.83768,18.30184
mc_WOOD_CENTRAL,Wood Central,-33.99816,18.69544
mc_WOOD_NORTH,Wood North,-33.78336,18.47136
mc_WOODBRIDGE,Woodbridge,-34.05736,18.42544
mc_WOODFORD,Woodford,-34.04156,18.30876
mc_WOODLANDS,Woodlands,-33.75108,18.5384
mc_WOODSTOCK,Woodstock,-33.73464,18.3972
mc_WOODVILLE,Woodville,-33.95448,18.6704
mc_ZASTRON,Zastron,-33.78888,18.62516
mc_ZOARVLEI,Zoarvlei,-33.94656,18.48224
mc_ZONNEBLOEM,Zonnebloem,-33.94848,18.42652
